MERGE,X,CD_GEOCODM,ESTADO,NM_MUNICIP,Info,lon,lat
 RN-GUAMARÉ,1124,240450, RN,GUAMARÉ,GUAMARÉ,-36.3224974,-5.1065854
 RN-IELMO MARINHO,1125,240460, RN,IELMO MARINHO,IELMO MARINHO,-35.5518981,-5.8237423
 RN-IPANGUAÇU,1126,240470, RN,IPANGUAÇU,IPANGUAÇU,-36.8250274,-5.5151271
 RN-IPUEIRA,1127,240480, RN,IPUEIRA,IPUEIRA,-37.1982292,-6.8149835
 RN-ITAJÁ,1128,240485, RN,ITAJÁ,ITAJÁ,-51.5461754,-19.0644263
 RN-ITAÚ,1129,240490, RN,ITAÚ,ITAÚ,-80.1877414,25.7723394
 RN-JAÇANÃ,1130,240500, RN,JAÇANÃ,JAÇANÃ,-46.5812872,-23.4654873
 RN-JANDAÍRA,1131,240510, RN,JANDAÍRA,JANDAÍRA,-37.7815799,-11.566743
 RN-JANDUÍS,1132,240520, RN,JANDUÍS,JANDUÍS,-37.4894776,-6.0006262
 RN-JANUÁRIO CICCO,1133,240530, RN,JANUÁRIO CICCO,JANUÁRIO CICCO,-35.1980735,-5.7817675
 RN-JAPI,1134,240540, RN,JAPI,JAPI,74.8554648,20.9586789
 RN-JARDIM DE ANGICOS,1135,240550, RN,JARDIM DE ANGICOS,JARDIM DE ANGICOS,-35.9805528,-5.6273824
 RN-JARDIM DE PIRANHAS,1136,240560, RN,JARDIM DE PIRANHAS,JARDIM DE PIRANHAS,-37.3522355,-6.3787925
 RN-JARDIM DO SERIDÓ,1137,240570, RN,JARDIM DO SERIDÓ,JARDIM DO SERIDÓ,-36.7738759,-6.5850756
 RN-JOÃO CÂMARA,1138,240580, RN,JOÃO CÂMARA,JOÃO CÂMARA,-35.8150838,-5.5347653
 RN-JOÃO DIAS,1139,240590, RN,JOÃO DIAS,JOÃO DIAS,-37.788885,-6.2725539
 RN-JOSÉ DA PENHA,1140,240600, RN,JOSÉ DA PENHA,JOSÉ DA PENHA,-38.2850259,-6.3196527
 RN-JUCURUTU,1141,240610, RN,JUCURUTU,JUCURUTU,-37.018402,-6.0349494
 RN-JUNDIÁ,1142,240615, RN,JUNDIÁ,JUNDIÁ,-47.0432339,-23.1464153
 RN-LAGOA D'ANTA,1143,240620, RN,LAGOA D'ANTA,LAGOA D'ANTA,-35.5988527,-6.3900809
 RN-LAGOA DE PEDRAS,1144,240630, RN,LAGOA DE PEDRAS,LAGOA DE PEDRAS,-35.4562795,-6.1944523
 RN-LAGOA DE VELHOS,1145,240640, RN,LAGOA DE VELHOS,LAGOA DE VELHOS,-35.8498078,-6.0230027
 RN-LAGOA NOVA,1146,240650, RN,LAGOA NOVA,LAGOA NOVA,-36.4707132,-6.0947502
 RN-LAGOA SALGADA,1147,240660, RN,LAGOA SALGADA,LAGOA SALGADA,-35.4727124,-6.1233541
 RN-LAJES,1148,240670, RN,LAJES,LAJES,-27.1058848,38.7625129
 RN-LAJES PINTADAS,1149,240680, RN,LAJES PINTADAS,LAJES PINTADAS,-36.11108,-6.1440246
 RN-LUCRÉCIA,1150,240690, RN,LUCRÉCIA,LUCRÉCIA,-37.8244262,-6.1010735
 RN-LUÍS GOMES,1151,240700, RN,LUÍS GOMES,LUÍS GOMES,-38.3890194,-6.41455
 RN-MACAÍBA,1152,240710, RN,MACAÍBA,MACAÍBA,-35.3536252,-5.8579697
 RN-MACAU,1153,240720, RN,MACAU,MACAU,113.543873,22.198745
 RN-MAJOR SALES,1154,240725, RN,MAJOR SALES,MAJOR SALES,-38.3243628,-6.3998855
 RN-MARCELINO VIEIRA,1155,240730, RN,MARCELINO VIEIRA,MARCELINO VIEIRA,-38.1664283,-6.2950493
 RN-MARTINS,1156,240740, RN,MARTINS,MARTINS,-95.712891,37.09024
 RN-MAXARANGUAPE,1157,240750, RN,MAXARANGUAPE,MAXARANGUAPE,-35.3114894,-5.4101945
 RN-MESSIAS TARGINO,1158,240760, RN,MESSIAS TARGINO,MESSIAS TARGINO,-37.5126523,-6.0768362
 RN-MONTANHAS,1159,240770, RN,MONTANHAS,MONTANHAS,86.9249751,27.9881206
 RN-MONTE ALEGRE,1160,240780, RN,MONTE ALEGRE,MONTE ALEGRE,-89.166468,37.7473
 RN-MONTE DAS GAMELEIRAS,1161,240790, RN,MONTE DAS GAMELEIRAS,MONTE DAS GAMELEIRAS,-35.7855319,-6.4398083
 RN-MOSSORÓ,1162,240800, RN,MOSSORÓ,MOSSORÓ,-37.3477805,-5.1841285
 RN-NATAL,1163,240810, RN,NATAL,NATAL,NA,NA
 RN-NÍSIA FLORESTA,1164,240820, RN,NÍSIA FLORESTA,NÍSIA FLORESTA,-35.2081248,-6.0897138
 RN-NOVA CRUZ,1165,240830, RN,NOVA CRUZ,NOVA CRUZ,-35.4124355,-6.4472391
 RN-OLHO-D'ÁGUA DO BORGES,1166,240840, RN,OLHO-D'ÁGUA DO BORGES,OLHO-D'ÁGUA DO BORGES,-37.7050536,-5.9551156
 RN-OURO BRANCO,1167,240850, RN,OURO BRANCO,OURO BRANCO,-37.3587137,-9.1622013
 RN-PARANÁ,1168,240860, RN,PARANÁ,PARANÁ,-52.0215415,-25.2520888
 RN-PARAÚ,1169,240870, RN,PARAÚ,PARAÚ,-37.1687339,-5.7661631
 RN-PARAZINHO,1170,240880, RN,PARAZINHO,PARAZINHO,-35.9424217,-5.2958609
 RN-PARELHAS,1171,240890, RN,PARELHAS,PARELHAS,-36.6602483,-6.6858425
 RN-RIO DO FOGO,1172,240895, RN,RIO DO FOGO,RIO DO FOGO,-35.4219295,-5.3518694
 RN-PASSA E FICA,1173,240910, RN,PASSA E FICA,PASSA E FICA,-35.6434624,-6.4356314
 RN-PASSAGEM,1174,240920, RN,PASSAGEM,PASSAGEM,-120.3216128,39.3158892
 RN-PATU,1175,240930, RN,PATU,PATU,-120.6169675,45.6131214
 RN-SANTA MARIA,1176,240933, RN,SANTA MARIA,SANTA MARIA,-120.4357191,34.9530337
 RN-PAU DOS FERROS,1177,240940, RN,PAU DOS FERROS,PAU DOS FERROS,-38.2051722,-6.1123761
 RN-PEDRA GRANDE,1178,240950, RN,PEDRA GRANDE,PEDRA GRANDE,-46.6359302,-23.4544266
 RN-PEDRA PRETA,1179,240960, RN,PEDRA PRETA,PEDRA PRETA,-54.4814404,-16.621352
 RN-PEDRO AVELINO,1180,240970, RN,PEDRO AVELINO,PEDRO AVELINO,-36.3911547,-5.5201388
 RN-PEDRO VELHO,1181,240980, RN,PEDRO VELHO,PEDRO VELHO,-35.2198083,-6.4365441
 RN-PENDÊNCIAS,1182,240990, RN,PENDÊNCIAS,PENDÊNCIAS,-36.7170745,-5.2574272
 RN-PILÕES,1183,241000, RN,PILÕES,PILÕES,-35.6177373,-6.8703667
 RN-POÇO BRANCO,1184,241010, RN,POÇO BRANCO,POÇO BRANCO,-35.6645995,-5.6204292
 RN-PORTALEGRE,1185,241020, RN,PORTALEGRE,PORTALEGRE,-7.4284755,39.2967086
 RN-PORTO DO MANGUE,1186,241025, RN,PORTO DO MANGUE,PORTO DO MANGUE,-36.780405,-5.0673445
 RN-PRESIDENTE JUSCELINO,1187,241030, RN,PRESIDENTE JUSCELINO,PRESIDENTE JUSCELINO,-44.0604301,-18.6389297
 RN-PUREZA,1188,241040, RN,PUREZA,PUREZA,-76.2240823,36.30017
 RN-RAFAEL FERNANDES,1189,241050, RN,RAFAEL FERNANDES,RAFAEL FERNANDES,-38.2214588,-6.19027
 RN-RAFAEL GODEIRO,1190,241060, RN,RAFAEL GODEIRO,RAFAEL GODEIRO,-37.7343987,-6.0759913
 RN-RIACHO DA CRUZ,1191,241070, RN,RIACHO DA CRUZ,RIACHO DA CRUZ,-37.9484374,-5.9352839
 RN-RIACHO DE SANTANA,1192,241080, RN,RIACHO DE SANTANA,RIACHO DE SANTANA,-43.0971625,-13.6013924
 RN-RIACHUELO,1193,241090, RN,RIACHUELO,RIACHUELO,-58.5874693,-34.7923555
 RN-RODOLFO FERNANDES,1194,241100, RN,RODOLFO FERNANDES,RODOLFO FERNANDES,-38.060359,-5.7881941
 RN-TIBAU,1195,241105, RN,TIBAU,TIBAU,-37.3185938,-4.8830769
 RN-RUY BARBOSA,1196,241110, RN,RUY BARBOSA,RUY BARBOSA,-38.4313545,-12.9602161
 RN-SANTA CRUZ,1197,241120, RN,SANTA CRUZ,SANTA CRUZ,-122.0307963,36.9741171
 RN-SANTANA DO MATOS,1198,241140, RN,SANTANA DO MATOS,SANTANA DO MATOS,-36.6549099,-5.9595514
 RN-SANTANA DO SERIDÓ,1199,241142, RN,SANTANA DO SERIDÓ,SANTANA DO SERIDÓ,-36.735382,-6.7720991
 RN-SANTO ANTÔNIO,1200,241150, RN,SANTO ANTÔNIO,SANTO ANTÔNIO,7.417857,1.6367611
 RN-SÃO BENTO DO NORTE,1201,241160, RN,SÃO BENTO DO NORTE,SÃO BENTO DO NORTE,-36.0411122,-5.0638581
 RN-SÃO BENTO DO TRAIRÍ,1202,241170, RN,SÃO BENTO DO TRAIRÍ,SÃO BENTO DO TRAIRÍ,-36.083043,-6.342949
 RN-SÃO FERNANDO,1203,241180, RN,SÃO FERNANDO,SÃO FERNANDO,-37.1860574,-6.3771126
 RN-SÃO FRANCISCO DO OESTE,1204,241190, RN,SÃO FRANCISCO DO OESTE,SÃO FRANCISCO DO OESTE,-38.170792,-5.9992976
 RN-SÃO GONÇALO DO AMARANTE,1205,241200, RN,SÃO GONÇALO DO AMARANTE,SÃO GONÇALO DO AMARANTE,-35.3288131,-5.7852461
 RN-SÃO JOÃO DO SABUGI,1206,241210, RN,SÃO JOÃO DO SABUGI,SÃO JOÃO DO SABUGI,-37.2033007,-6.7178056
 RN-SÃO JOSÉ DE MIPIBU,1207,241220, RN,SÃO JOSÉ DE MIPIBU,SÃO JOSÉ DE MIPIBU,-35.2369601,-6.0742528
 RN-SÃO JOSÉ DO CAMPESTRE,1208,241230, RN,SÃO JOSÉ DO CAMPESTRE,SÃO JOSÉ DO CAMPESTRE,-35.7625241,-6.3127521
 RN-SÃO JOSÉ DO SERIDÓ,1209,241240, RN,SÃO JOSÉ DO SERIDÓ,SÃO JOSÉ DO SERIDÓ,-36.8771889,-6.4508083
 RN-SÃO MIGUEL,1210,241250, RN,SÃO MIGUEL,SÃO MIGUEL,-25.4970466,37.780411
 RN-SÃO MIGUEL DO GOSTOSO,1211,241255, RN,SÃO MIGUEL DO GOSTOSO,SÃO MIGUEL DO GOSTOSO,-35.7100589,-5.1957184
 RN-SÃO PAULO DO POTENGI,1212,241260, RN,SÃO PAULO DO POTENGI,SÃO PAULO DO POTENGI,-35.7660034,-5.8924706
 RN-SÃO PEDRO,1213,241270, RN,SÃO PEDRO,SÃO PEDRO,-25.0614267,16.830574
 RN-SÃO RAFAEL,1214,241280, RN,SÃO RAFAEL,SÃO RAFAEL,-8.2819779,37.0794744
 RN-SÃO TOMÉ,1215,241290, RN,SÃO TOMÉ,SÃO TOMÉ,6.733343,0.3301924
 RN-SÃO VICENTE,1216,241300, RN,SÃO VICENTE,SÃO VICENTE,-24.9754175,16.8280067
 RN-SENADOR ELÓI DE SOUZA,1217,241310, RN,SENADOR ELÓI DE SOUZA,SENADOR ELÓI DE SOUZA,-35.6927859,-6.0361117
 RN-SENADOR GEORGINO AVELINO,1218,241320, RN,SENADOR GEORGINO AVELINO,SENADOR GEORGINO AVELINO,-35.1427499,-6.1467805
 RN-SERRA DE SÃO BENTO,1219,241330, RN,SERRA DE SÃO BENTO,SERRA DE SÃO BENTO,-35.7040133,-6.4174214
 RN-SERRA DO MEL,1220,241335, RN,SERRA DO MEL,SERRA DO MEL,-37.0413859,-5.1730592
 RN-SERRA NEGRA DO NORTE,1221,241340, RN,SERRA NEGRA DO NORTE,SERRA NEGRA DO NORTE,-37.3399768,-6.5879136
 RN-SERRINHA,1222,241350, RN,SERRINHA,SERRINHA,-39.0083901,-11.6629856
 RN-SERRINHA DOS PINTOS,1223,241355, RN,SERRINHA DOS PINTOS,SERRINHA DOS PINTOS,-37.9566102,-6.1121431
 RN-SEVERIANO MELO,1224,241360, RN,SEVERIANO MELO,SEVERIANO MELO,-37.9573292,-5.777069
 RN-SÍTIO NOVO,1225,241370, RN,SÍTIO NOVO,SÍTIO NOVO,-46.5933382,-6.1206657
 RN-TABOLEIRO GRANDE,1226,241380, RN,TABOLEIRO GRANDE,TABOLEIRO GRANDE,-38.0445515,-5.9302411
 RN-TAIPU,1227,241390, RN,TAIPU,TAIPU,-35.5975708,-5.6234602
 RN-TANGARÁ,1228,241400, RN,TANGARÁ,TANGARÁ,-46.7226643,-23.6319691
 RN-TENENTE ANANIAS,1229,241410, RN,TENENTE ANANIAS,TENENTE ANANIAS,-38.1807644,-6.4574485
 RN-TENENTE LAURENTINO CRUZ,1230,241415, RN,TENENTE LAURENTINO CRUZ,TENENTE LAURENTINO CRUZ,-36.7192479,-6.1476438
 RN-TIBAU DO SUL,1231,241420, RN,TIBAU DO SUL,TIBAU DO SUL,-35.0918639,-6.1868146
 RN-TIMBAÚBA DOS BATISTAS,1232,241430, RN,TIMBAÚBA DOS BATISTAS,TIMBAÚBA DOS BATISTAS,-37.271958,-6.4625616
 RN-TOUROS,1233,241440, RN,TOUROS,TOUROS,-35.4635381,-5.1961669
 RN-TRIUNFO POTIGUAR,1234,241445, RN,TRIUNFO POTIGUAR,TRIUNFO POTIGUAR,-37.1472998,-5.9236337
 RN-UMARIZAL,1235,241450, RN,UMARIZAL,UMARIZAL,-37.8172498,-5.9854449
 RN-UPANEMA,1236,241460, RN,UPANEMA,UPANEMA,-37.2544065,-5.6217422
 RN-VÁRZEA,1237,241470, RN,VÁRZEA,VÁRZEA,NA,NA
 RN-VENHA-VER,1238,241475, RN,VENHA-VER,VENHA-VER,-38.5165234,-6.3204907
 RN-VERA CRUZ,1239,241480, RN,VERA CRUZ,VERA CRUZ,-96.1342435,19.1737468
 RN-VIÇOSA,1240,241490, RN,VIÇOSA,VIÇOSA,-42.8832763,-20.7473931
 RN-VILA FLOR,1241,241500, RN,VILA FLOR,VILA FLOR,-7.1536516,41.3083369
 PB-ÁGUA BRANCA,1242,250010, PB,ÁGUA BRANCA,ÁGUA BRANCA,-37.9361482,-9.2613574
 PB-AGUIAR,1243,250020, PB,AGUIAR,AGUIAR,-71.19085,41.661029
 PB-ALAGOA GRANDE,1244,250030, PB,ALAGOA GRANDE,ALAGOA GRANDE,-35.6300859,-7.0390517
 PB-ALAGOA NOVA,1245,250040, PB,ALAGOA NOVA,ALAGOA NOVA,-35.7588429,-7.0602503
 PB-ALAGOINHA,1246,250050, PB,ALAGOINHA,ALAGOINHA,-36.7750052,-8.465577
 PB-ALCANTIL,1247,250053, PB,ALCANTIL,ALCANTIL,-36.0573754,-7.7431661
 PB-ALGODÃO DE JANDAÍRA,1248,250057, PB,ALGODÃO DE JANDAÍRA,ALGODÃO DE JANDAÍRA,-36.0087154,-6.9052323
 PB-ALHANDRA,1249,250060, PB,ALHANDRA,ALHANDRA,-9.0091405,38.9273914
 PB-SÃO JOÃO DO RIO DO PEIXE,1250,250070, PB,SÃO JOÃO DO RIO DO PEIXE,SÃO JOÃO DO RIO DO PEIXE,-38.449499,-6.7272534
 PB-AMPARO,1251,250073, PB,AMPARO,AMPARO,-46.7726171,-22.7080482
 PB-APARECIDA,1252,250077, PB,APARECIDA,APARECIDA,-45.2315651,-22.8468938
 PB-ARAÇAGI,1253,250080, PB,ARAÇAGI,ARAÇAGI,-35.3808654,-6.8527561
 PB-ARARA,1254,250090, PB,ARARA,ARARA,NA,NA
 PB-ARARUNA,1255,250100, PB,ARARUNA,ARARUNA,-35.74031,-6.5313219
 PB-AREIA,1256,250110, PB,AREIA,AREIA,NA,NA
 PB-AREIA DE BARAÚNAS,1257,250115, PB,AREIA DE BARAÚNAS,AREIA DE BARAÚNAS,-36.9485356,-7.1238341
 PB-AREIAL,1258,250120, PB,AREIAL,AREIAL,-35.9247342,-7.0490856
 PB-AROEIRAS,1259,250130, PB,AROEIRAS,AROEIRAS,-35.7063659,-7.5453203
 PB-ASSUNÇÃO,1260,250135, PB,ASSUNÇÃO,ASSUNÇÃO,NA,NA
 PB-BAÍA DA TRAIÇÃO,1261,250140, PB,BAÍA DA TRAIÇÃO,BAÍA DA TRAIÇÃO,-34.9342363,-6.6901819
 PB-BANANEIRAS,1262,250150, PB,BANANEIRAS,BANANEIRAS,-35.5876697,-6.6834044
 PB-BARAÚNA,1263,250153, PB,BARAÚNA,BARAÚNA,-37.6173941,-5.0791158
 PB-BARRA DE SANTANA,1264,250157, PB,BARRA DE SANTANA,BARRA DE SANTANA,-35.9976651,-7.5228975
 PB-BARRA DE SANTA ROSA,1265,250160, PB,BARRA DE SANTA ROSA,BARRA DE SANTA ROSA,-36.0599473,-6.7217118
 PB-BARRA DE SÃO MIGUEL,1266,250170, PB,BARRA DE SÃO MIGUEL,BARRA DE SÃO MIGUEL,-35.8868819,-9.8348619
 PB-BAYEUX,1267,250180, PB,BAYEUX,BAYEUX,-0.70314,49.276437
 PB-BELÉM,1268,250190, PB,BELÉM,BELÉM,-9.2203687,38.6991685
 PB-BELÉM DO BREJO DO CRUZ,1269,250200, PB,BELÉM DO BREJO DO CRUZ,BELÉM DO BREJO DO CRUZ,-37.5365485,-6.1878884
 PB-BERNARDINO BATISTA,1270,250205, PB,BERNARDINO BATISTA,BERNARDINO BATISTA,-38.5507076,-6.4519443
 PB-BOA VENTURA,1271,250210, PB,BOA VENTURA,BOA VENTURA,-121.6751873,37.6622242
 PB-BOA VISTA,1272,250215, PB,BOA VISTA,BOA VISTA,-22.8078335,16.0950108
 PB-BOM JESUS,1273,250220, PB,BOM JESUS,BOM JESUS,-79.702881,43.432738
 PB-BOM SUCESSO,1274,250230, PB,BOM SUCESSO,BOM SUCESSO,-9.2454947,39.3819642
 PB-BONITO DE SANTA FÉ,1275,250240, PB,BONITO DE SANTA FÉ,BONITO DE SANTA FÉ,-38.5136811,-7.3138144
 PB-BOQUEIRÃO,1276,250250, PB,BOQUEIRÃO,BOQUEIRÃO,-36.1347507,-7.482138
 PB-IGARACY,1277,250260, PB,IGARACY,IGARACY,-38.1490656,-7.1800449
 PB-BORBOREMA,1278,250270, PB,BORBOREMA,BORBOREMA,-49.0786259,-21.6221584
 PB-BREJO DO CRUZ,1279,250280, PB,BREJO DO CRUZ,BREJO DO CRUZ,-37.4984299,-6.349459
 PB-BREJO DOS SANTOS,1280,250290, PB,BREJO DOS SANTOS,BREJO DOS SANTOS,-37.8240636,-6.3773466
 PB-CAAPORÃ,1281,250300, PB,CAAPORÃ,CAAPORÃ,-34.9173927,-7.5130546
 PB-CABACEIRAS,1282,250310, PB,CABACEIRAS,CABACEIRAS,-36.2877446,-7.4905316
 PB-CABEDELO,1283,250320, PB,CABEDELO,CABEDELO,-34.8430098,-7.0402624
 PB-CACHOEIRA DOS ÍNDIOS,1284,250330, PB,CACHOEIRA DOS ÍNDIOS,CACHOEIRA DOS ÍNDIOS,-38.6741236,-6.9258313
 PB-CACIMBA DE AREIA,1285,250340, PB,CACIMBA DE AREIA,CACIMBA DE AREIA,-37.1570936,-7.1299205
 PB-CACIMBA DE DENTRO,1286,250350, PB,CACIMBA DE DENTRO,CACIMBA DE DENTRO,-35.7927369,-6.6418188
 PB-CACIMBAS,1287,250355, PB,CACIMBAS,CACIMBAS,-37.0583304,-7.211105
 PB-CAIÇARA,1288,250360, PB,CAIÇARA,CAIÇARA,-35.4702784,-6.6164567
 PB-CAJAZEIRAS,1289,250370, PB,CAJAZEIRAS,CAJAZEIRAS,-38.5612185,-6.8897071
 PB-CAJAZEIRINHAS,1290,250375, PB,CAJAZEIRINHAS,CAJAZEIRINHAS,-37.7995974,-6.9620876
 PB-CALDAS BRANDÃO,1291,250380, PB,CALDAS BRANDÃO,CALDAS BRANDÃO,-35.3248749,-7.1026686
 PB-CAMALAÚ,1292,250390, PB,CAMALAÚ,CAMALAÚ,-36.8034921,-7.9024534
 PB-CAMPINA GRANDE,1293,250400, PB,CAMPINA GRANDE,CAMPINA GRANDE,-35.8808337,-7.2290752
 PB-CAPIM,1294,250403, PB,CAPIM,CAPIM,NA,NA
 PB-CARAÚBAS,1295,250407, PB,CARAÚBAS,CARAÚBAS,-37.5598274,-5.7851377
 PB-CARRAPATEIRA,1296,250410, PB,CARRAPATEIRA,CARRAPATEIRA,-8.8957851,37.1843354
 PB-CASSERENGUE,1297,250415, PB,CASSERENGUE,CASSERENGUE,-35.8177383,-6.7806274
 PB-CATINGUEIRA,1298,250420, PB,CATINGUEIRA,CATINGUEIRA,-37.6077667,-7.1257932
 PB-CATOLÉ DO ROCHA,1299,250430, PB,CATOLÉ DO ROCHA,CATOLÉ DO ROCHA,-37.7461208,-6.3490228
 PB-CATURITÉ,1300,250435, PB,CATURITÉ,CATURITÉ,-36.0365366,-7.415795
 PB-CONCEIÇÃO,1301,250440, PB,CONCEIÇÃO,CONCEIÇÃO,-38.5039883,-7.5535367
 PB-CONDADO,1302,250450, PB,CONDADO,CONDADO,NA,NA
 PB-CONDE,1303,250460, PB,CONDE,CONDE,-88.1421953,30.5744623
 PB-CONGO,1304,250470, PB,CONGO,CONGO,21.758664,-4.038333
 PB-COREMAS,1305,250480, PB,COREMAS,COREMAS,-37.9467846,-7.0177073
 PB-COXIXOLA,1306,250485, PB,COXIXOLA,COXIXOLA,-36.6035541,-7.6310807
 PB-CRUZ DO ESPÍRITO SANTO,1307,250490, PB,CRUZ DO ESPÍRITO SANTO,CRUZ DO ESPÍRITO SANTO,-35.0860365,-7.1394306
 PB-CUBATI,1308,250500, PB,CUBATI,CUBATI,-36.3281377,-6.8705872
 PB-CUITÉ,1309,250510, PB,CUITÉ,CUITÉ,-36.153902,-6.4848236
 PB-CUITEGI,1310,250520, PB,CUITEGI,CUITEGI,-35.5245171,-6.8975099
 PB-CUITÉ DE MAMANGUAPE,1311,250523, PB,CUITÉ DE MAMANGUAPE,CUITÉ DE MAMANGUAPE,-35.2505359,-6.9133286
 PB-CURRAL DE CIMA,1312,250527, PB,CURRAL DE CIMA,CURRAL DE CIMA,-35.2675339,-6.7160453
 PB-CURRAL VELHO,1313,250530, PB,CURRAL VELHO,CURRAL VELHO,-22.7896966,15.9874943
 PB-DAMIÃO,1314,250535, PB,DAMIÃO,DAMIÃO,NA,NA
 PB-DESTERRO,1315,250540, PB,DESTERRO,DESTERRO,NA,NA
 PB-VISTA SERRANA,1316,250550, PB,VISTA SERRANA,VISTA SERRANA,-46.586763,-23.282778
 PB-DIAMANTE,1317,250560, PB,DIAMANTE,DIAMANTE,-92.8669944,34.6437165
 PB-DONA INÊS,1318,250570, PB,DONA INÊS,DONA INÊS,NA,NA
 PB-DUAS ESTRADAS,1319,250580, PB,DUAS ESTRADAS,DUAS ESTRADAS,-35.4184973,-6.6881109
 PB-EMAS,1320,250590, PB,EMAS,EMAS,-86.2497203,39.7412491
 PB-ESPERANÇA,1321,250600, PB,ESPERANÇA,ESPERANÇA,-112.1006276,33.4845902
 PB-FAGUNDES,1322,250610, PB,FAGUNDES,FAGUNDES,-121.2161408,37.8098411
 PB-FREI MARTINHO,1323,250620, PB,FREI MARTINHO,FREI MARTINHO,-36.4580775,-6.3984873
 PB-GADO BRAVO,1324,250625, PB,GADO BRAVO,GADO BRAVO,-35.7910345,-7.5823849
 PB-GUARABIRA,1325,250630, PB,GUARABIRA,GUARABIRA,-35.4922717,-6.8512654
 PB-GURINHÉM,1326,250640, PB,GURINHÉM,GURINHÉM,-35.4343604,-7.1825986
 PB-GURJÃO,1327,250650, PB,GURJÃO,GURJÃO,-36.4867976,-7.2472823
 PB-IBIARA,1328,250660, PB,IBIARA,IBIARA,-38.4039358,-7.499547
 PB-IMACULADA,1329,250670, PB,IMACULADA,IMACULADA,-37.5747647,-7.3599726
 PB-INGÁ,1330,250680, PB,INGÁ,INGÁ,NA,NA
 PB-ITABAIANA,1331,250690, PB,ITABAIANA,ITABAIANA,-37.4329352,-10.6872332
 PB-ITAPORANGA,1332,250700, PB,ITAPORANGA,ITAPORANGA,-49.4827458,-23.7048218
 PB-ITAPOROROCA,1333,250710, PB,ITAPOROROCA,ITAPOROROCA,-35.2455529,-6.8284567
 PB-ITATUBA,1334,250720, PB,ITATUBA,ITATUBA,-35.6314191,-7.4003907
 PB-JACARAÚ,1335,250730, PB,JACARAÚ,JACARAÚ,-35.2921523,-6.6125134
 PB-JERICÓ,1336,250740, PB,JERICÓ,JERICÓ,35.4617583,31.8611058
 PB-JOÃO PESSOA,1337,250750, PB,JOÃO PESSOA,JOÃO PESSOA,-34.8450118,-7.1194958
 PB-JUAREZ TÁVORA,1338,250760, PB,JUAREZ TÁVORA,JUAREZ TÁVORA,-35.590492,-7.1730035
 PB-JUAZEIRINHO,1339,250770, PB,JUAZEIRINHO,JUAZEIRINHO,-36.5794208,-7.0693466
 PB-JUNCO DO SERIDÓ,1340,250780, PB,JUNCO DO SERIDÓ,JUNCO DO SERIDÓ,-36.714242,-6.9922406
 PB-JURIPIRANGA,1341,250790, PB,JURIPIRANGA,JURIPIRANGA,-35.2398199,-7.3746289
 PB-JURU,1342,250800, PB,JURU,JURU,100.444919,5.315163
 PB-LAGOA,1343,250810, PB,LAGOA,LAGOA,-8.4514359,37.1356176
 PB-LAGOA DE DENTRO,1344,250820, PB,LAGOA DE DENTRO,LAGOA DE DENTRO,-35.3575974,-6.675454
 PB-LAGOA SECA,1345,250830, PB,LAGOA SECA,LAGOA SECA,-35.8563789,-7.1597393
 PB-LASTRO,1346,250840, PB,LASTRO,LASTRO,NA,NA
 PB-LIVRAMENTO,1347,250850, PB,LIVRAMENTO,LIVRAMENTO,NA,NA
 PB-LOGRADOURO,1348,250855, PB,LOGRADOURO,LOGRADOURO,-35.4425934,-6.6144662
 PB-LUCENA,1349,250860, PB,LUCENA,LUCENA,121.6234471,13.9413957
 PB-MÃE D'ÁGUA,1350,250870, PB,MÃE D'ÁGUA,MÃE D'ÁGUA,-9.1558333,38.7213889
 PB-MALTA,1351,250880, PB,MALTA,MALTA,14.375416,35.937496
 PB-MAMANGUAPE,1352,250890, PB,MAMANGUAPE,MAMANGUAPE,-35.1366457,-6.838664
 PB-MANAÍRA,1353,250900, PB,MANAÍRA,MANAÍRA,-34.837581,-7.1006083
 PB-MARCAÇÃO,1354,250905, PB,MARCAÇÃO,MARCAÇÃO,-35.0160657,-6.7705601
 PB-MARI,1355,250910, PB,MARI,MARI,-118.4125222,34.0541583
 PB-MARIZÓPOLIS,1356,250915, PB,MARIZÓPOLIS,MARIZÓPOLIS,-38.3476136,-6.8441228
 PB-MASSARANDUBA,1357,250920, PB,MASSARANDUBA,MASSARANDUBA,NA,NA
 PB-MATARACA,1358,250930, PB,MATARACA,MATARACA,-35.0608405,-6.5467994
 PB-MATINHAS,1359,250933, PB,MATINHAS,MATINHAS,-35.7709584,-7.1229527
 PB-MATO GROSSO,1360,250937, PB,MATO GROSSO,MATO GROSSO,-56.921099,-12.6818712
 PB-MATURÉIA,1361,250939, PB,MATURÉIA,MATURÉIA,-37.3429624,-7.2643933
 PB-MOGEIRO,1362,250940, PB,MOGEIRO,MOGEIRO,-35.4783084,-7.3021587
 PB-MONTADAS,1363,250950, PB,MONTADAS,MONTADAS,-35.9588982,-7.0873669
 PB-MONTE HOREBE,1364,250960, PB,MONTE HOREBE,MONTE HOREBE,-38.5843606,-7.2154232
 PB-MONTEIRO,1365,250970, PB,MONTEIRO,MONTEIRO,-73.6215519,45.4972409
 PB-MULUNGU,1366,250980, PB,MULUNGU,MULUNGU,-38.9979673,-4.3040599
 PB-NATUBA,1367,250990, PB,NATUBA,NATUBA,-35.5521975,-7.6415399
